age,bmi,sex,shoulder_width,hip_width,height_ratio,waist_ratio,volume_indicator,waist_prominence,body_fat_percentage,category
60,26.96,1,0.4075,0.3694,0.8581,0.5928,0.1948,0.0118,31.5,Médio - Masculino
20,27.74,1,0.4242,0.3786,0.9028,0.6243,0.1836,0.0117,31.2,Médio - Masculino
41,25.02,1,0.4749,0.3939,0.9564,0.649,0.1528,0.0147,32.6,Médio - Masculino
32,26.45,1,0.3989,0.3466,0.893,0.5661,0.1636,0.0124,27.9,Médio - Masculino
62,27.58,1,0.415,0.3531,0.8756,0.5651,0.1556,0.0141,34.7,Médio - Masculino
55,25.37,1,0.3842,0.3303,0.9589,0.6024,0.1995,0.0127,32.4,Médio - Masculino
53,25.51,1,0.4034,0.3358,0.981,0.6211,0.1623,0.0177,32.8,Médio - Masculino
19,26.17,1,0.3989,0.3623,0.9848,0.6032,0.1761,0.0214,28.2,Médio - Masculino
60,26.9,1,0.4163,0.3456,0.9867,0.598,0.1709,0.0107,32.0,Médio - Masculino
57,27.05,1,0.4083,0.3705,0.8548,0.63,0.2089,0.021,34.4,Médio - Masculino
24,26.05,1,0.4078,0.3293,0.8825,0.6185,0.1517,0.015,30.3,Médio - Masculino
23,27.69,1,0.4269,0.3674,0.967,0.6221,0.1711,0.0117,32.2,Médio - Masculino
20,26.54,1,0.4247,0.3527,1.015,0.6474,0.1623,0.0124,30.4,Médio - Masculino
35,26.46,1,0.4416,0.3768,0.8876,0.6378,0.1709,0.0154,29.8,Médio - Masculino
21,26.96,1,0.3983,0.3393,1.0135,0.6074,0.2014,0.0107,30.3,Médio - Masculino
20,27.53,1,0.4439,0.3591,0.8768,0.579,0.1659,0.0094,29.1,Médio - Masculino
39,26.93,1,0.4634,0.3815,1.0285,0.6295,0.209,0.0134,31.9,Médio - Masculino
55,26.38,1,0.4057,0.3479,0.9235,0.6144,0.211,0.01,31.5,Médio - Masculino
31,27.74,1,0.4633,0.4095,0.9083,0.6411,0.189,0.0166,32.7,Médio - Masculino
48,26.01,1,0.4467,0.3581,1.0243,0.6384,0.1859,0.0159,28.8,Médio - Masculino
51,26.34,1,0.4678,0.4199,1.0416,0.6253,0.1557,0.0121,32.4,Médio - Masculino
24,27.65,1,0.4661,0.3773,0.8645,0.5698,0.1778,0.013,29.0,Médio - Masculino
45,27.55,1,0.4076,0.3649,0.895,0.6457,0.1783,0.0181,34.0,Médio - Masculino
56,27.04,1,0.4621,0.3855,0.8978,0.5894,0.1925,0.0129,31.2,Médio - Masculino
20,27.36,1,0.4731,0.4233,0.9947,0.5892,0.2005,0.0131,29.6,Médio - Masculino
26,25.82,1,0.464,0.4103,1.0078,0.6176,0.1682,0.0144,27.6,Médio - Masculino
59,26.05,1,0.4218,0.3753,1.0423,0.6348,0.1705,0.0168,32.8,Médio - Masculino
42,26.38,1,0.4209,0.3701,0.943,0.5827,0.2081,0.0124,31.8,Médio - Masculino
62,26.89,1,0.4622,0.3713,0.9762,0.6208,0.188,0.0159,31.2,Médio - Masculino
48,26.05,1,0.3948,0.3512,0.8517,0.605,0.2126,0.0155,30.1,Médio - Masculino
44,25.51,1,0.4171,0.3697,0.9852,0.6439,0.1842,0.0207,31.7,Médio - Masculino
61,27.12,1,0.3874,0.3189,1.018,0.6208,0.1792,0.0152,34.3,Médio - Masculino
35,27.17,1,0.4031,0.3581,0.9109,0.6498,0.2121,0.0156,32.2,Médio - Masculino
48,25.53,1,0.4425,0.3718,0.8922,0.6414,0.1724,0.0132,31.9,Médio - Masculino
42,25.94,1,0.3851,0.3508,1.0423,0.6357,0.1831,0.0162,30.3,Médio - Masculino
22,25.57,1,0.4173,0.3411,0.9312,0.5683,0.2011,0.0144,27.6,Médio - Masculino
44,25.34,1,0.4127,0.361,0.8613,0.604,0.1922,0.0124,31.0,Médio - Masculino
42,25.07,1,0.4556,0.3995,0.874,0.6477,0.1532,0.0132,30.1,Médio - Masculino
19,26.45,1,0.4612,0.4137,0.888,0.6301,0.1514,0.0159,29.3,Médio - Masculino
48,25.33,1,0.4578,0.3937,0.9215,0.6029,0.195,0.0136,30.9,Médio - Masculino
33,25.83,1,0.3975,0.3333,1.0449,0.6254,0.2085,0.0194,30.3,Médio - Masculino
53,27.96,1,0.4282,0.3474,1.0036,0.612,0.2025,0.0209,36.4,Médio - Masculino
55,27.24,1,0.4682,0.4073,0.8754,0.6247,0.1899,0.013,32.4,Médio - Masculino
62,26.39,1,0.4155,0.3349,0.8562,0.6221,0.1741,0.017,34.0,Médio - Masculino
21,26.66,1,0.4237,0.3532,0.9664,0.6032,0.1511,0.0124,28.0,Médio - Masculino
40,25.17,1,0.4354,0.397,0.8511,0.5801,0.2146,0.0122,31.5,Médio - Masculino
46,27.24,1,0.4263,0.3823,0.8859,0.6436,0.1538,0.0215,30.5,Médio - Masculino
26,27.88,1,0.4009,0.3527,0.8657,0.6329,0.1561,0.0178,32.3,Médio - Masculino
54,26.81,1,0.3814,0.3473,0.8757,0.572,0.2064,0.009,30.8,Médio - Masculino
53,26.34,1,0.4062,0.3679,1.0284,0.5715,0.1798,0.0132,30.0,Médio - Masculino
32,25.59,1,0.4588,0.4133,0.9796,0.5673,0.1904,0.0104,29.1,Médio - Masculino
46,26.02,1,0.455,0.3878,1.0365,0.6372,0.1709,0.0181,32.4,Médio - Masculino
53,26.9,1,0.4142,0.3773,0.8549,0.6391,0.1509,0.0161,32.5,Médio - Masculino
36,26.74,1,0.4003,0.3273,1.0212,0.5837,0.2168,0.0137,31.3,Médio - Masculino
40,27.04,1,0.3907,0.3463,1.0209,0.5837,0.1526,0.0095,29.2,Médio - Masculino
52,25.77,1,0.426,0.3593,0.9673,0.5815,0.1791,0.0104,34.1,Médio - Masculino
56,26.87,1,0.4212,0.3737,0.9403,0.6415,0.1897,0.0126,30.6,Médio - Masculino
52,27.57,1,0.3926,0.3524,0.8572,0.5766,0.1806,0.0067,31.0,Médio - Masculino
64,26.58,1,0.4669,0.4054,0.9379,0.601,0.1924,0.0103,34.4,Médio - Masculino
19,25.2,1,0.3833,0.3487,0.8737,0.6212,0.209,0.0162,29.0,Médio - Masculino
24,26.94,1,0.4211,0.3485,0.8773,0.6311,0.1707,0.0074,27.8,Médio - Masculino
48,25.59,1,0.4773,0.3929,0.9192,0.5778,0.1506,0.0068,30.3,Médio - Masculino
24,26.07,1,0.4411,0.399,0.8531,0.614,0.2044,0.0117,31.1,Médio - Masculino
39,26.31,1,0.435,0.3943,0.8709,0.6183,0.1531,0.0143,29.7,Médio - Masculino
33,27.47,1,0.4626,0.3853,0.865,0.5945,0.2161,0.0206,30.1,Médio - Masculino
52,27.12,1,0.4685,0.4072,0.8942,0.6364,0.1994,0.0108,31.6,Médio - Masculino
30,25.81,1,0.4611,0.3737,1.0111,0.6031,0.1531,0.0099,27.5,Médio - Masculino
28,27.01,1,0.3914,0.3324,0.9796,0.6084,0.1535,0.0114,29.7,Médio - Masculino
49,27.14,1,0.3906,0.3419,0.869,0.5634,0.1721,0.0132,29.0,Médio - Masculino
53,25.28,1,0.3922,0.3377,0.9671,0.6292,0.1918,0.0117,31.0,Médio - Masculino
33,26.08,1,0.3945,0.3584,1.0438,0.5643,0.1894,0.0066,28.4,Médio - Masculino
27,27.98,1,0.4694,0.4053,0.9839,0.6439,0.1695,0.0147,32.3,Médio - Masculino
47,27.49,1,0.4782,0.4341,0.8757,0.582,0.2034,0.0069,31.8,Médio - Masculino
47,25.08,1,0.4059,0.3257,0.8572,0.6144,0.2155,0.0136,32.1,Médio - Masculino
26,27.74,1,0.4011,0.354,0.8939,0.6282,0.2012,0.0125,33.7,Médio - Masculino
27,26.32,1,0.3937,0.3474,1.0327,0.5891,0.2087,0.0152,28.9,Médio - Masculino
58,26.83,1,0.4505,0.4002,0.9107,0.6465,0.1939,0.0141,31.3,Médio - Masculino
34,26.04,1,0.4057,0.3584,0.8579,0.643,0.1898,0.0203,29.2,Médio - Masculino
21,27.52,1,0.41,0.3676,0.9044,0.6359,0.1779,0.0085,31.2,Médio - Masculino
59,27.17,1,0.403,0.342,1.0152,0.6048,0.2089,0.0122,34.7,Médio - Masculino
25,25.68,1,0.4594,0.4157,1.0202,0.6339,0.1542,0.011,30.4,Médio - Masculino
41,27.33,1,0.3901,0.3452,0.8562,0.637,0.1743,0.0147,32.4,Médio - Masculino
36,27.61,1,0.4198,0.3528,0.8969,0.5758,0.2172,0.014,33.7,Médio - Masculino
45,26.44,1,0.4738,0.3878,0.852,0.6374,0.1586,0.01,29.7,Médio - Masculino
33,25.71,1,0.4533,0.3999,1.0167,0.6004,0.1899,0.0071,27.3,Médio - Masculino
51,25.75,1,0.4539,0.4117,0.9396,0.6257,0.1873,0.0188,31.0,Médio - Masculino
48,26.59,1,0.403,0.3496,0.8769,0.6365,0.1661,0.014,30.0,Médio - Masculino
20,25.96,1,0.4616,0.424,0.9278,0.5675,0.1634,0.0166,26.1,Médio - Masculino
21,25.14,1,0.4427,0.3905,0.8751,0.642,0.2174,0.0123,29.3,Médio - Masculino
59,27.36,1,0.4042,0.3317,0.956,0.6197,0.1786,0.0175,31.5,Médio - Masculino
38,25.87,1,0.4578,0.3997,1.0442,0.5706,0.1958,0.0096,28.8,Médio - Masculino
39,26.12,1,0.4088,0.3329,0.9907,0.5657,0.1777,0.0104,29.9,Médio - Masculino
23,26.93,1,0.4581,0.3866,0.8983,0.6096,0.1996,0.0127,28.1,Médio - Masculino
21,27.02,1,0.4512,0.3818,0.9305,0.5693,0.216,0.0089,28.1,Médio - Masculino
36,27.35,1,0.4163,0.3357,0.9871,0.5714,0.1794,0.0037,27.7,Médio - Masculino
18,26.31,1,0.4438,0.3704,0.8972,0.6334,0.2062,0.01,28.2,Médio - Masculino
38,27.19,1,0.4791,0.4134,0.8909,0.5651,0.2108,0.0082,28.1,Médio - Masculino
27,26.0,1,0.4031,0.3394,1.0015,0.5618,0.1595,0.0078,27.6,Médio - Masculino
49,26.75,1,0.4737,0.4004,0.9828,0.6119,0.1546,0.0128,30.1,Médio - Masculino
18,25.77,1,0.4561,0.3657,0.9616,0.5653,0.1714,0.0092,26.0,Médio - Masculino
37,26.14,1,0.4142,0.3397,0.9663,0.5696,0.1982,0.0091,27.5,Médio - Masculino
32,27.93,1,0.4597,0.4003,0.8694,0.613,0.1868,0.0134,31.3,Médio - Masculino
22,26.64,1,0.4253,0.3752,0.922,0.5692,0.1534,0.0143,28.6,Médio - Masculino
20,27.0,1,0.4052,0.3718,0.9727,0.6422,0.2058,0.0196,29.2,Médio - Masculino
48,27.38,1,0.4397,0.3836,0.946,0.6028,0.2131,0.0131,32.2,Médio - Masculino
31,27.45,1,0.3964,0.3187,0.8782,0.6045,0.1594,0.0143,30.4,Médio - Masculino
51,26.83,1,0.4388,0.3956,0.9383,0.5902,0.2183,0.0111,33.4,Médio - Masculino
30,25.05,1,0.3893,0.3358,1.0173,0.6408,0.1813,0.0206,29.2,Médio - Masculino
57,27.49,1,0.4314,0.3575,0.8749,0.6228,0.1645,0.0148,31.8,Médio - Masculino
39,26.76,1,0.4277,0.356,0.8558,0.5761,0.1736,0.0119,26.7,Médio - Masculino
40,26.82,1,0.4512,0.3724,0.9845,0.5943,0.1555,0.0142,28.5,Médio - Masculino
38,27.11,1,0.4603,0.3921,1.0072,0.6378,0.1825,0.0181,31.7,Médio - Masculino
25,26.39,1,0.3964,0.323,0.8553,0.5753,0.1735,0.015,29.9,Médio - Masculino
50,25.04,1,0.4447,0.4,0.8599,0.6278,0.2068,0.0151,32.0,Médio - Masculino
34,27.56,1,0.3852,0.3155,1.0125,0.5778,0.1722,0.012,30.1,Médio - Masculino
33,25.4,1,0.459,0.4012,0.8726,0.6008,0.1862,0.0121,31.3,Médio - Masculino
48,25.47,1,0.3971,0.3285,0.9651,0.5957,0.202,0.0071,32.6,Médio - Masculino
35,26.27,1,0.4503,0.376,0.9441,0.5892,0.1911,0.0178,30.7,Médio - Masculino
62,27.87,1,0.4504,0.3922,0.94,0.5681,0.2171,0.0132,36.4,Médio - Masculino
22,27.58,1,0.4254,0.351,0.8507,0.6049,0.2152,0.0167,35.1,Médio - Masculino
40,25.72,1,0.4755,0.4311,0.9136,0.5601,0.1866,0.012,30.3,Médio - Masculino
58,25.5,1,0.3812,0.3109,0.9119,0.5735,0.19,0.0084,29.6,Médio - Masculino
22,25.35,1,0.3992,0.3353,0.9955,0.5601,0.211,0.0017,27.6,Médio - Masculino
32,27.01,1,0.398,0.3513,0.963,0.5843,0.1645,0.0088,30.5,Médio - Masculino
31,27.58,1,0.4531,0.4124,1.0324,0.5818,0.1695,0.0124,33.4,Médio - Masculino
52,27.22,1,0.4559,0.3939,0.9777,0.6359,0.1643,0.0184,32.8,Médio - Masculino
56,27.86,1,0.4323,0.3864,0.8811,0.5878,0.1928,0.0148,36.3,Médio - Masculino
62,26.18,1,0.4566,0.3703,0.9528,0.5823,0.2149,0.0121,34.0,Médio - Masculino
29,25.69,1,0.4133,0.3518,0.8779,0.5678,0.2059,0.0092,29.1,Médio - Masculino
20,25.07,1,0.38,0.3312,1.0332,0.5982,0.1717,0.0143,27.8,Médio - Masculino
38,25.86,1,0.4283,0.3562,0.9213,0.6396,0.1816,0.0154,29.2,Médio - Masculino
29,25.49,1,0.3823,0.3262,1.0063,0.5982,0.161,0.0165,27.0,Médio - Masculino
57,27.04,1,0.4377,0.3582,0.8853,0.6472,0.1566,0.0124,30.5,Médio - Masculino
37,25.86,1,0.4659,0.406,0.9171,0.6261,0.1963,0.0144,30.4,Médio - Masculino
32,27.45,1,0.4213,0.3576,0.9859,0.5936,0.1772,0.0133,29.0,Médio - Masculino
21,25.2,1,0.4285,0.3707,1.0338,0.6295,0.208,0.0178,29.9,Médio - Masculino
28,27.7,1,0.3999,0.3334,1.0499,0.5782,0.2167,0.0074,31.1,Médio - Masculino
35,25.8,1,0.4113,0.3342,0.8537,0.6193,0.1706,0.013,29.6,Médio - Masculino
40,27.41,1,0.3945,0.3505,0.9703,0.6298,0.2058,0.0097,30.9,Médio - Masculino
62,26.97,1,0.4455,0.3788,0.9928,0.6089,0.1871,0.0146,30.5,Médio - Masculino
27,27.58,1,0.4288,0.351,0.9239,0.6391,0.1841,0.0141,32.4,Médio - Masculino
18,25.99,1,0.4559,0.3927,0.9788,0.6114,0.2132,0.0146,29.2,Médio - Masculino
60,25.31,1,0.46,0.387,0.9019,0.6124,0.219,0.0172,33.9,Médio - Masculino
64,26.29,1,0.461,0.3995,1.0394,0.5816,0.2126,0.0127,33.9,Médio - Masculino
28,26.51,1,0.4065,0.3514,0.9398,0.6144,0.2079,0.0092,28.8,Médio - Masculino
24,26.32,1,0.4761,0.4094,0.8724,0.613,0.1785,0.0177,29.6,Médio - Masculino
21,26.32,1,0.3836,0.3298,0.9608,0.6083,0.1642,0.0078,26.1,Médio - Masculino
55,26.68,1,0.4346,0.3495,0.8841,0.5755,0.1958,0.0112,29.5,Médio - Masculino
36,26.5,1,0.4406,0.3703,0.9671,0.6239,0.1874,0.0135,30.6,Médio - Masculino
39,25.95,1,0.4591,0.3679,0.9086,0.5878,0.1924,0.0107,30.4,Médio - Masculino
43,25.02,1,0.4728,0.4252,0.9146,0.6467,0.1913,0.0243,29.8,Médio - Masculino
39,25.71,1,0.4015,0.3519,0.9512,0.6273,0.2134,0.0164,32.2,Médio - Masculino
52,27.15,1,0.4683,0.4025,0.9127,0.64,0.2092,0.022,33.0,Médio - Masculino
48,27.26,1,0.4466,0.3687,0.9815,0.6254,0.216,0.0163,33.4,Médio - Masculino
44,30.12,1,0.4782,0.405,0.866,0.7192,0.2052,0.0159,45.0,Sobrepeso - Masculino
38,28.45,1,0.4534,0.3644,0.9735,0.6645,0.196,0.0153,42.5,Sobrepeso - Masculino
22,31.8,1,0.4051,0.3326,1.0416,0.6448,0.1901,0.0129,43.1,Sobrepeso - Masculino
53,32.27,1,0.3914,0.3509,0.9006,0.6762,0.254,0.0238,45.0,Sobrepeso - Masculino
60,29.24,1,0.397,0.3297,0.9026,0.7265,0.2592,0.0223,45.0,Sobrepeso - Masculino
29,30.78,1,0.4079,0.364,0.9202,0.6942,0.2505,0.0182,45.0,Sobrepeso - Masculino
43,32.06,1,0.3917,0.3221,0.8727,0.6496,0.2236,0.016,45.0,Sobrepeso - Masculino
33,29.71,1,0.4204,0.3432,0.9514,0.6369,0.1941,0.0145,42.5,Sobrepeso - Masculino
46,28.63,1,0.4352,0.3875,0.9064,0.7217,0.2293,0.02,45.0,Sobrepeso - Masculino
58,29.09,1,0.4646,0.391,0.9809,0.6349,0.1923,0.0145,42.0,Sobrepeso - Masculino
64,31.55,1,0.4793,0.3907,0.8645,0.6729,0.2377,0.0169,45.0,Sobrepeso - Masculino
27,32.39,1,0.4383,0.3539,0.9811,0.68,0.2185,0.0231,45.0,Sobrepeso - Masculino
35,28.04,1,0.472,0.3804,0.9647,0.7432,0.1842,0.0325,45.0,Sobrepeso - Masculino
47,32.27,1,0.4312,0.3963,0.9805,0.631,0.1883,0.0149,45.0,Sobrepeso - Masculino
39,28.31,1,0.4795,0.4077,0.9716,0.6896,0.1944,0.0198,44.2,Sobrepeso - Masculino
47,28.52,1,0.3813,0.3368,0.9336,0.6907,0.2617,0.0212,45.0,Sobrepeso - Masculino
46,30.83,1,0.3804,0.3466,0.8725,0.672,0.2717,0.0199,45.0,Sobrepeso - Masculino
59,28.47,1,0.3807,0.3074,0.9358,0.7398,0.197,0.0179,45.0,Sobrepeso - Masculino
21,30.0,1,0.4399,0.3784,0.8604,0.6775,0.1975,0.0178,42.4,Sobrepeso - Masculino
38,32.71,1,0.4555,0.3976,0.9754,0.7432,0.2165,0.0246,45.0,Sobrepeso - Masculino
25,31.19,1,0.3828,0.3432,0.8539,0.6434,0.1948,0.0125,42.7,Sobrepeso - Masculino
34,32.15,1,0.4327,0.3481,0.973,0.6917,0.2629,0.0265,45.0,Sobrepeso - Masculino
55,32.14,1,0.4157,0.338,0.9342,0.7166,0.1806,0.0257,45.0,Sobrepeso - Masculino
23,31.64,1,0.4694,0.3974,0.9127,0.7101,0.2409,0.0197,45.0,Sobrepeso - Masculino
52,30.31,1,0.4625,0.4248,0.9614,0.6677,0.261,0.0159,45.0,Sobrepeso - Masculino
46,29.39,1,0.3827,0.3319,0.8929,0.6504,0.2562,0.0184,45.0,Sobrepeso - Masculino
32,29.7,1,0.4462,0.3886,0.9973,0.6923,0.2251,0.0205,43.4,Sobrepeso - Masculino
60,30.86,1,0.4065,0.3334,0.9888,0.6959,0.2478,0.0161,45.0,Sobrepeso - Masculino
30,31.23,1,0.4437,0.3845,0.8523,0.7073,0.2133,0.0238,45.0,Sobrepeso - Masculino
31,31.48,1,0.4442,0.3916,0.9617,0.7303,0.2488,0.0144,45.0,Sobrepeso - Masculino
29,31.12,1,0.3847,0.3097,0.9002,0.7442,0.2591,0.0275,45.0,Sobrepeso - Masculino
32,31.45,1,0.4298,0.3737,0.9073,0.7056,0.2141,0.0235,45.0,Sobrepeso - Masculino
36,29.83,1,0.4672,0.4009,0.9111,0.6363,0.2053,0.0121,43.0,Sobrepeso - Masculino
51,30.59,1,0.4164,0.3747,0.9409,0.6977,0.1915,0.0248,45.0,Sobrepeso - Masculino
33,31.6,1,0.4225,0.3591,0.9828,0.6993,0.2502,0.0203,45.0,Sobrepeso - Masculino
38,30.45,1,0.4347,0.3499,0.913,0.6986,0.2753,0.0249,45.0,Sobrepeso - Masculino
34,30.88,1,0.4381,0.4001,1.0124,0.6729,0.2742,0.0158,45.0,Sobrepeso - Masculino
33,31.71,1,0.383,0.3125,1.0273,0.6905,0.2264,0.0203,45.0,Sobrepeso - Masculino
54,31.76,1,0.4323,0.3482,1.0367,0.6428,0.246,0.018,45.0,Sobrepeso - Masculino
55,31.53,1,0.3938,0.3339,1.046,0.6864,0.2131,0.0176,45.0,Sobrepeso - Masculino
38,29.13,1,0.4674,0.3806,0.9402,0.6755,0.1835,0.0197,42.4,Sobrepeso - Masculino
40,32.55,1,0.3925,0.3229,0.9202,0.6924,0.2572,0.0167,45.0,Sobrepeso - Masculino
62,32.65,1,0.4328,0.3743,0.9422,0.7273,0.2023,0.0238,45.0,Sobrepeso - Masculino
41,29.63,1,0.4457,0.4045,0.9286,0.7023,0.2786,0.0209,45.0,Sobrepeso - Masculino
27,32.81,1,0.4479,0.3719,0.9673,0.7002,0.2489,0.0268,45.0,Sobrepeso - Masculino
46,31.98,1,0.3831,0.3143,0.9766,0.6732,0.2739,0.026,45.0,Sobrepeso - Masculino
58,30.1,1,0.4434,0.3983,0.9782,0.6376,0.2634,0.0142,45.0,Sobrepeso - Masculino
59,29.55,1,0.3908,0.3564,0.9167,0.6553,0.2118,0.0184,44.8,Sobrepeso - Masculino
52,29.09,1,0.4086,0.3401,1.0211,0.7285,0.2654,0.0217,45.0,Sobrepeso - Masculino
60,28.16,1,0.4735,0.3793,0.8596,0.7046,0.2401,0.0281,45.0,Sobrepeso - Masculino
58,28.96,1,0.4528,0.3623,1.0408,0.6437,0.2476,0.0197,45.0,Sobrepeso - Masculino
64,32.07,1,0.4006,0.3603,0.9576,0.6864,0.2355,0.0197,45.0,Sobrepeso - Masculino
63,28.77,1,0.4276,0.39,0.8652,0.6985,0.2746,0.0272,45.0,Sobrepeso - Masculino
39,30.51,1,0.3823,0.321,0.9574,0.725,0.2383,0.0226,45.0,Sobrepeso - Masculino
57,32.55,1,0.4091,0.3677,0.9403,0.7248,0.2435,0.016,45.0,Sobrepeso - Masculino
28,30.51,1,0.3923,0.3575,0.9408,0.7368,0.2184,0.0234,45.0,Sobrepeso - Masculino
60,31.67,1,0.4214,0.3379,1.0182,0.6485,0.2425,0.0144,45.0,Sobrepeso - Masculino
45,30.57,1,0.3999,0.3347,0.8585,0.6891,0.2715,0.0113,45.0,Sobrepeso - Masculino
48,31.17,1,0.4157,0.3819,0.9025,0.7352,0.2016,0.0256,45.0,Sobrepeso - Masculino
46,29.27,1,0.3845,0.3213,0.906,0.6908,0.2487,0.0237,45.0,Sobrepeso - Masculino
31,28.73,1,0.3877,0.3478,1.0453,0.6564,0.2477,0.0152,44.3,Sobrepeso - Masculino
34,31.22,1,0.4522,0.3665,1.0193,0.6328,0.188,0.0175,43.8,Sobrepeso - Masculino
31,31.66,1,0.4769,0.4083,0.9647,0.7031,0.2267,0.0249,45.0,Sobrepeso - Masculino
22,30.22,1,0.4647,0.3999,0.9996,0.7351,0.2601,0.0237,45.0,Sobrepeso - Masculino
43,28.69,1,0.4148,0.3673,0.961,0.6892,0.2681,0.0156,45.0,Sobrepeso - Masculino
41,32.52,1,0.4525,0.3734,1.0269,0.642,0.2605,0.0207,45.0,Sobrepeso - Masculino
35,31.08,1,0.4706,0.4065,0.8776,0.6855,0.1874,0.0163,44.5,Sobrepeso - Masculino
46,29.85,1,0.4474,0.387,1.0187,0.7059,0.2776,0.0203,45.0,Sobrepeso - Masculino
43,31.81,1,0.4196,0.3562,0.9622,0.6601,0.2404,0.0167,45.0,Sobrepeso - Masculino
18,29.14,1,0.398,0.3535,0.8877,0.6655,0.2505,0.0261,43.7,Sobrepeso - Masculino
42,28.57,1,0.4331,0.3884,1.0083,0.6803,0.1994,0.0196,41.9,Sobrepeso - Masculino
56,30.91,1,0.4209,0.381,0.9096,0.653,0.185,0.0197,45.0,Sobrepeso - Masculino
44,28.06,1,0.4679,0.42,0.983,0.7484,0.2515,0.0234,45.0,Sobrepeso - Masculino
38,29.7,1,0.4178,0.3346,0.8519,0.7439,0.2799,0.0269,45.0,Sobrepeso - Masculino
41,30.3,1,0.3811,0.3192,0.8525,0.6932,0.2196,0.0216,45.0,Sobrepeso - Masculino
38,28.48,1,0.3853,0.311,0.9111,0.6365,0.2397,0.0167,41.8,Sobrepeso - Masculino
30,32.48,1,0.4724,0.4091,0.9666,0.7018,0.2064,0.0264,45.0,Sobrepeso - Masculino
47,30.01,1,0.386,0.3214,1.0349,0.6336,0.2799,0.0186,45.0,Sobrepeso - Masculino
28,29.77,1,0.3965,0.3242,0.9413,0.7499,0.2063,0.0302,45.0,Sobrepeso - Masculino
31,29.93,1,0.4363,0.3561,0.8802,0.6383,0.2772,0.0162,42.4,Sobrepeso - Masculino
25,31.96,1,0.4056,0.343,1.0243,0.7051,0.1946,0.0224,45.0,Sobrepeso - Masculino
48,31.32,1,0.4258,0.3538,0.9931,0.6391,0.2462,0.0102,44.4,Sobrepeso - Masculino
22,31.61,1,0.4684,0.3864,1.0336,0.6915,0.216,0.0261,45.0,Sobrepeso - Masculino
33,32.08,1,0.4471,0.3663,0.8516,0.6776,0.1878,0.0236,44.8,Sobrepeso - Masculino
40,31.76,1,0.4438,0.3708,0.9921,0.6399,0.1803,0.0166,41.7,Sobrepeso - Masculino
45,28.85,1,0.4756,0.3927,0.9533,0.7076,0.2264,0.0133,45.0,Sobrepeso - Masculino
63,31.68,1,0.4409,0.368,0.8821,0.7415,0.2178,0.0217,45.0,Sobrepeso - Masculino
30,30.72,1,0.4043,0.3546,0.9052,0.647,0.2105,0.0152,45.0,Sobrepeso - Masculino
59,29.09,1,0.4163,0.3563,1.0458,0.6889,0.2766,0.0185,45.0,Sobrepeso - Masculino
51,28.86,1,0.4218,0.3598,0.9768,0.6394,0.2733,0.0192,44.2,Sobrepeso - Masculino
56,31.87,1,0.4587,0.3757,0.8588,0.6386,0.1869,0.014,45.0,Sobrepeso - Masculino
39,29.97,1,0.4138,0.3464,1.0365,0.6841,0.2627,0.0206,44.8,Sobrepeso - Masculino
50,29.24,1,0.4633,0.3746,0.9881,0.6428,0.2305,0.0186,45.0,Sobrepeso - Masculino
44,30.67,1,0.4625,0.3923,0.8705,0.6708,0.2421,0.0186,45.0,Sobrepeso - Masculino
48,28.31,1,0.4052,0.3318,1.0406,0.7125,0.2152,0.0196,45.0,Sobrepeso - Masculino
20,30.03,1,0.4156,0.3719,0.952,0.6473,0.1934,0.0157,41.3,Sobrepeso - Masculino
35,28.64,1,0.4143,0.3435,0.9297,0.6776,0.2063,0.0191,41.6,Sobrepeso - Masculino
56,28.1,1,0.4628,0.3715,0.8988,0.7246,0.2028,0.0162,45.0,Sobrepeso - Masculino
25,28.76,1,0.4522,0.3721,0.9384,0.714,0.2046,0.0233,45.0,Sobrepeso - Masculino
30,28.36,1,0.4034,0.3708,1.0413,0.6764,0.2363,0.0182,44.8,Sobrepeso - Masculino
19,32.22,1,0.4736,0.38,0.9376,0.6427,0.2465,0.0137,42.8,Sobrepeso - Masculino
41,28.11,1,0.3962,0.3368,1.0166,0.6532,0.2468,0.0173,43.7,Sobrepeso - Masculino
46,32.94,1,0.4025,0.3471,0.9625,0.6541,0.2087,0.0158,45.0,Sobrepeso - Masculino
56,32.72,1,0.4063,0.3269,0.9111,0.707,0.2617,0.0167,45.0,Sobrepeso - Masculino
62,31.72,1,0.4315,0.3807,0.9799,0.6794,0.2379,0.0234,45.0,Sobrepeso - Masculino
53,30.12,1,0.4129,0.3555,0.8548,0.6996,0.2748,0.021,45.0,Sobrepeso - Masculino
37,29.57,1,0.4056,0.325,0.905,0.6325,0.2762,0.0085,41.2,Sobrepeso - Masculino
20,28.55,1,0.4031,0.3584,0.9564,0.6772,0.2647,0.0237,41.4,Sobrepeso - Masculino
50,32.05,1,0.4302,0.394,1.0383,0.654,0.2306,0.0192,45.0,Sobrepeso - Masculino
41,32.33,1,0.4026,0.3453,0.9498,0.6966,0.1988,0.0195,45.0,Sobrepeso - Masculino
53,29.08,1,0.4319,0.3859,0.9021,0.6388,0.2429,0.0149,44.1,Sobrepeso - Masculino
41,28.81,1,0.4068,0.3666,0.9127,0.6966,0.2375,0.0204,43.5,Sobrepeso - Masculino
36,32.19,1,0.4488,0.4017,0.9114,0.7026,0.2486,0.0178,45.0,Sobrepeso - Masculino
